"Text"	"No. words in text"	"No. hits in text"	"Freq. per million words"
132_RegPru_Chroni19	49803	1	20.08
132_RegPru_DeEcDi2	92261	26	281.81
132_RobMet_DiEtEp	3137	1	318.78
133_CapSta_ViSOd3	2222	1	450.05
133_Frideg_ViSWi3	11612	1	86.12
133_JoaIta_ViSOd	22981	21	913.8
133_NalClu_ViSOd2	10386	1	96.28
133_OdoCan_Consti2	1368	1	730.99
133_OdoCan_EpiSyn3	315	1	3174.6
133_OdoClu_Collat2	59630	12	201.24
133_OdoClu_MoInJo	197261	42	212.92
133_OdoClu_OpDeMu	26119	1	38.29
133_OdoClu_Sermon23	18719	2	106.84
133_OdoClu_ViSGe3	30024	9	299.76
134_AdaEpi_DeStVi	11215	11	980.83
134_AttVer_Capitu15	9570	3	313.48
134_AttVer_Episto216	13685	1	73.07
134_AttVer_ExEpSPa	334682	81	242.02
134_AttVer_Praefa149	995	1	1005.03
134_AttVer_Sermon24	10678	7	655.55
134_RuoCol_ViSBr	15564	1	64.25
135_AucInc_OfSUd	1157	1	864.3
135_AucInc_ViSMa12	12899	8	620.2
135_EraLeo_Episto217	553	1	1808.32
135_FloRem_DeTrChA	17540	2	114.03
135_FloRem_DeTrChA2	105541	15	142.12
135_FloRem_DeTrChS	21745	10	459.88
135_FloRem_HiEcRe	141740	6	42.33
135_GerPre_ViSUd	27010	10	370.23
136_AuInLiC_Advers	19769	1	50.58
136_AuInLiC_Chroni21	13180	1	75.87
136_FolLau_Chartu	41131	2	48.63
136_GuGrNo_EpAdFrA	8091	1	123.59
136_LiuCre_Antapo	44259	7	158.16
136_LiuCre_ReDeLeC	11746	2	170.27
136_RatVer_ConQua	7882	4	507.49
136_RatVer_DeCoCa	13003	4	307.62
136_RatVer_DiaCon	20156	4	198.45
136_RatVer_Discor	3286	1	304.32
136_RatVer_Episto218	12724	1	78.59
136_RatVer_Itiner4	6431	1	155.5
136_RatVer_Praelo2	87956	6	68.22
136_RatVer_Sermon25	29264	6	205.03
136_RatVer_Synodi2	3677	1	271.96
136_RatVer_ViSUr	2834	1	352.86
137_AdsDer_DeMiSWa	4871	2	410.59
137_AdsDer_DeTrEtM2	3426	1	291.89
137_AdsDer_ViSBa2	6223	3	482.08
137_AdsDer_ViSFr3	7863	1	127.18
137_AdsDer_ViSMa13	9837	2	203.31
137_AgiPre_ViSHa	6672	6	899.28
137_BerHum_DeViSHu	4501	1	222.17
137_DunCan_EpAdWuS	563	1	1776.2
137_DunCan_ReCoMoA	12714	1	78.65
137_FolLau_DeGeAbL	13913	1	71.88
137_FolLau_ViSFoTa	5384	1	185.74
137_GezDer_DeCoEtS4	16890	7	414.45
137_HroGan_HiInGeD	6396	1	156.35
137_HroGan_LaEtCoT	3501	1	285.63
137_HroGan_PaSPe	3187	1	313.77
137_JoSArMe_ViJoGo	28553	27	945.61
137_JoSArMe_ViSGlMe	2216	1	451.26
137_JoaCan_ViSAd	13247	3	226.47
137_LetMic_LiMiSMa	11981	1	83.47
137_LetMic_ViSJuCe	5673	1	176.27
137_OsbCan_ViSDu	28029	2	71.35
137_SyrClu_ViSMa14	14792	2	135.21
137_WolWin_EpAdElW	2447	3	1225.99
137_WolWin_ViSEt	12134	3	247.24
138_AlfMag_LegEcc	1298	2	1540.83
138_AucInc_BeCoEtO	8698	2	229.94
138_AucInc_BenOle	4048	1	247.04
138_AucInc_BenVar	2007	1	498.26
138_AucInc_CaDeMoG	1415	1	706.71
138_AucInc_CaEdSuE	7200	5	694.44
138_AucInc_CaPrCo	15091	5	331.32
138_AucInc_DeFuMoS	3049	2	655.95
138_AucInc_DeGeEpA	76564	9	117.55
138_AucInc_DePrMo	2545	5	1964.64
138_AucInc_DeSuSHi	5938	1	168.41
138_AucInc_ExSuMi	11606	1	86.16
138_AucInc_JudPoe	15277	9	589.12
138_AucInc_OrBaSeU	10012	1	99.88
138_AucInc_OrCoDa	6942	1	144.05
138_AucInc_OrdExc	1859	1	537.92
138_AucInc_SeDeSCl	3627	2	551.42
138_AucInc_VeInCoD	4347	1	230.04
138_AucVar_AcCoAdS	3137	2	637.55
138_AucVar_AcCoCa	2860	1	349.65
138_AucVar_AcCoTi	7600	2	263.16
138_AucVar_AcSyMe	2509	2	797.13
138_AucVar_AcSyPi	4095	1	244.2
138_AucVar_CoInVeP	2064	1	484.5
138_CaIiCa_EdiPit	8169	1	122.41
138_PreNor_LeAdMoC	1724	1	580.05
138_RiSRe_Histor3	62370	14	224.47
139_AbFlHuF_Canone5	13311	2	150.25
139_AbbFlo_ExDeViR	15489	1	64.56
139_AimFlo_DeMiSBe	19570	1	51.1
139_AimFlo_HisFra2	76671	7	91.3
139_AimFlo_SeInFeS3	7876	2	253.94
139_AimFlo_ViSAb2	11792	1	84.8
139_ArnRem_AnInPr	192	1	5208.33
139_ArnRem_Common5	174	1	5747.13
139_BenVii_EpEtDe27	24884	2	80.37
139_BriRam_ViSDu2	12955	1	77.19
139_BruLin_EpAdClL	2140	1	467.29
139_CoReAuI_Acta11	23167	4	172.66
139_CoSSy_ViSAdIi	10216	7	685.2
139_GerAur_AliEpi	8941	1	111.84
139_GerAur_DeCoEtS5	5062	6	1185.3
139_GerAur_DeGeo	19908	1	50.23
139_HeLoAnL_GeEpTuT	34770	3	86.28
139_HerLob_ViSBe3	2619	2	763.65
139_HerLob_ViSLa2	5422	1	184.43
139_NotLeo_ViSRe4	9386	1	106.54
139_ThiMer_Chroni23	86567	4	46.21
140_AdeTra_DeReGeS	8900	1	112.36
140_AdeTra_ViSWa2	4167	1	239.98
140_AlSyMe_DeDiTe2	16375	2	122.14
140_AuInRoC_FrExPsL	1323	1	755.86
140_BurWor_LibDec	212335	67	315.54
140_HeIiIm_DipEcc3	54913	1	18.21
140_ThaHil_ViSBe4	16715	1	59.83
141_AdaLau_CaAdRoR	3739	1	267.45
141_AdeCib_Histor4	17380	2	115.07
141_AnSRiCe_ViSRi2	6415	1	155.88
141_ArnEmm_DeMiEtM	42192	6	142.21
141_AucInc_LaViMo	452	2	4424.78
141_AucVar_AnHiQuE	50658	3	59.22
141_BerAnd_DeMiSFi	15800	2	126.58
141_DudVir_DeMoEtA	64560	10	154.89
141_FulCar_Episto225	31045	9	289.9
141_FulCar_HyEtCaE	4538	2	440.72
141_FulCar_SeAdPo	10385	1	96.29
141_HaSRiCe_VitAng	7609	1	131.42
141_HelFlo_EpViRoR	14432	3	207.87
141_RobFra_HyEtRe	1696	1	589.62
141_WolHil_ViSGo2	18842	4	212.29
142_AnLeAlL_VitVas	16019	5	312.13
142_AucInc_VitHal	4242	1	235.74
142_BeAuDi_DeVaMoP	12437	4	321.62
142_BeAuDi_ViSMe2	3058	1	327.01
142_BeAuDi_ViSUd2	9700	9	927.84
142_BruHer_CoInCa3	9756	2	205
142_BruHer_CoInOrD	4415	1	226.5
142_BruHer_ExpPsa	181611	23	126.64
142_CoLeIi_Acta16	22679	1	44.09
142_GeICa_Episto240	3729	1	268.17
142_HugLin_DeCoEtS6	3404	1	293.77
142_Jotsal_ViSOd6	18889	16	847.05
142_OdVCl_EpiAda2	8818	3	340.21
142_OdVCl_Sermon26	20791	2	96.2
142_OliAus_CoBAf	2656	1	376.51
142_OliAus_Episto235	2199	1	454.75
142_RodGla_HiSuTe	37914	7	184.63
142_RodGla_ViSGu2	9062	1	110.35
142_SynAtr_Acta15	20750	6	289.16
142_WipPre_Prover3	1326	2	1508.3
142_WipPre_Versus10	143	1	6993.01
142_WipPre_ViCoSa	13459	2	148.6
143_AndVal_ViArEtH	18986	2	105.34
143_AuInHuS_FrDiAdG	3084	1	324.25
143_BeAuDi_ConChr2	1767	1	565.93
143_GozSch_EpAdVa3	10458	2	191.24
143_HerCon_CaDeCoO	5319	6	1128.03
143_HerCon_Chroni25	69066	2	28.96
143_HuSiCa_AdGrCa	21227	16	753.76
143_HuSiCa_AdvSim	98044	3	30.6
143_HuSiCa_ConNic	7889	6	760.55
143_LeoIx_DeCoViA	8509	3	352.57
143_LeoIx_EpEtDe28	81750	2	24.46
143_Niceta_LiCoLa	4873	1	205.21
143_RegSig_ViSAn3	41040	5	121.83
143_Wibert_ViSLe5	19099	2	104.72
144_HieRub_ViIvPeD	5221	5	957.67
144_JoAnFl_ViIiPeD	5700	7	1228.07
144_JoDiPeD_ViIPeDa	11255	6	533.1
144_PetDam_Episto243	137464	30	218.24
144_PetDam_Sermon27	201884	36	178.32
144_PetDam_ViSOd7	6236	3	481.08
144_PetDam_ViSRo3	18848	12	636.67
144_PetDam_ViSsRoE	6453	1	154.97
145_AleIi_DiDeLeS	688	1	1453.49
145_AucInc_DeGaPrP	5606	2	356.76
145_AucInc_ExCaMiS	5549	6	1081.28
145_AucInc_TeNoTe	7909	2	252.88
145_PetDam_ApDeCoS	17802	7	393.21
145_PetDam_ApObDiE	6082	1	164.42
145_PetDam_CaSaEtP2	21831	10	458.06
145_PetDam_CoClReP	4870	2	410.68
145_PetDam_CoInVeT	89135	24	269.25
145_PetDam_CoPhEtC	6354	2	314.76
145_PetDam_CoSeTeD	3060	3	980.39
145_PetDam_DeBoStR	12610	10	793.02
145_PetDam_DeBoSuE	5492	4	728.33
145_PetDam_DeCeVi	3462	3	866.55
145_PetDam_DeDiOmI	13563	1	73.73
145_PetDam_DeDiSa2	2932	1	341.06
145_PetDam_DeElAdM	6554	5	762.89
145_PetDam_DeFiDeO	5257	2	380.45
145_PetDam_DeFlGlM	5211	1	191.9
145_PetDam_DeFuDiE	3328	1	300.48
145_PetDam_DeInSuC	12884	19	1474.7
145_PetDam_DeOrErE	3217	1	310.85
145_PetDam_DePeInM	4388	10	2278.94
145_PetDam_DePeMo	17113	9	525.92
145_PetDam_DeQuEtQ	7814	4	511.9
145_PetDam_DeSaPeI	3366	1	297.09
145_PetDam_DeSpDe	2226	5	2246.18
145_PetDam_DeVaMiN	7888	2	253.55
145_PetDam_DeViErE	6337	1	157.8
145_PetDam_DeXAePl	3875	1	258.06
145_PetDam_DiInJuE	4805	4	832.47
145_PetDam_InsMon	8932	4	447.83
145_PetDam_LiGoAdL	14440	2	138.5
145_PetDam_LiGrAdH	28829	3	104.06
146_AdaBre_GeHaEcP	52570	6	114.13
146_AleIi_EpEtDi9	58025	2	34.47
146_AndStr_ViSJoGu2	18695	7	374.43
146_AttPis_ViSJoGu	16476	7	424.86
146_HieRad_MiSJoGu	71743	10	139.39
146_LamHer_Annale4	67552	11	162.84
146_OtSEmRa_DeAdClE	8225	6	729.48
146_OtSEmRa_DeCuSp	50338	2	39.73
146_OtSEmRa_DeDoSp	15072	4	265.39
146_OtSEmRa_DeSuTeV	13959	5	358.19
146_OtSEmRa_DiDeTrQ	33776	3	88.82
146_OtSEmRa_Prover4	13691	5	365.2
146_OtSEmRa_ViSWo	12471	6	481.12
146_OtSEmRa_ViTuSuT	21599	5	231.49
146_PetMal_DeAnEtC	10192	1	98.12
146_RoSTr_ViSLi	13729	1	72.84
147_AlpSal_Carmin27	16383	3	183.12
147_ArnMed_GeArMe	14390	1	69.49
147_AucInc_OrCaReS	16095	3	186.39
147_AucInc_ProSol	3248	1	307.88
147_AucInc_SeAdPo2	10139	2	197.26
147_AucInc_ViSAu4	3464	1	288.68
147_AucInc_ViSOs	4216	2	474.38
147_BerCon_Annale5	36326	3	82.59
147_BruMag_DeBeSa	41176	4	97.14
147_FolSit_ViSJoBe	7418	1	134.81
147_GuaCas_Carmin28	4050	2	493.83
147_LanMed_HisMed	60591	6	99.02
147_MarSco_Chroni26	71289	7	98.19
147_MonSyl_Commem	736	6	8152.17
147_ThePad_InOrDo	2990	1	334.45
147_TomHas_HiHaMo	5164	1	193.65
148_AuInGrV_FrExInM	872	2	2293.58
148_AucInc_ViEtReG	12487	1	80.08
148_AucInc_ViSAnLu	15565	4	256.99
148_AucInc_VitTie	4840	1	206.61
148_BeCoAl_UtAlDuD	10637	1	94.01
148_BerCon_ApPrDeG	15633	3	191.9
148_BerCon_ApRaCoS	3593	1	278.32
148_BerCon_Chroni27	53775	1	18.6
148_BerCon_DeDaEtD	16467	2	121.46
148_BerCon_DeViExC	15948	2	125.41
148_CoRoGrV_Acta20	31358	4	127.56
148_GreVii_EpExReV	37123	1	26.94
148_GreVii_Regist	151987	6	39.48
148_PauBer_ViSGrVi	25396	4	157.51
149_AnCaCa_Chroni28	18627	3	161.06
149_AnaMon_EpAdGe	910	1	1098.9
149_AnsLuc_ColCan2	16051	4	249.21
149_AucInc_GePoCa	85653	5	58.38
149_AucInc_MeDeGeJ	3685	1	271.37
149_AucInc_MeDePaJ	11418	5	437.91
149_AucInc_MeInOrD	4233	10	2362.39
149_DurTro_LiDeCoE2	23249	21	903.26
149_GauMal_DeAcReS	45355	7	154.34
149_GuiApu_HiPoDeR	20733	4	192.93
149_GuiAve_Confes7	3029	1	330.14
149_GuiAve_DeCoEtS7	33245	44	1323.51
149_OsbCan_ViSEl3	8824	1	113.33
149_SamMar_DePrAdM	15538	1	64.36
149_UdaClu_AnCoClM	68558	5	72.93
149_VicIii_CoHaInS	20968	3	143.08
149_WilCal_HisNor	53155	2	37.63
150_AucInc_ChrBec	22735	1	43.99
150_AucInc_ViSAuCa	9061	1	110.36
150_BonPla_DePeEc	23251	1	43.01
150_GilCri_ViSHe3	7691	3	390.07
150_GuiFar_DisFar	48409	10	206.57
150_HeyHir_VitWil2	16421	4	243.59
150_JoDeGa_OpuSyn	6355	3	472.07
150_JoaCot_Musica4	14995	1	66.69
150_LanCan_CoInOmE	146662	49	334.1
150_LanCan_DePrOrS	34328	9	262.18
150_LanCan_Sermo4	611	1	1636.66
150_MilCri_ViBLa	15058	2	132.82
150_MilCri_ViWiBe	5185	2	385.73
150_RadTor_ViSGo3	3680	1	271.74
150_RufEpi_DeBoPa2	20557	2	97.29
150_WilClu_HiClMo	4462	1	224.11
150_WilClu_ViVBe	12427	6	482.82
150_WilHir_ConHir	106004	36	339.61
151_AetIi_LegEcc7	1143	1	874.89
151_AnsSch_Visio	2181	1	458.51
151_AucInc_AnViMa	6099	2	327.92
151_AucInc_ExExLiC	41722	2	47.94
151_AucInc_VetSac	15562	1	64.26
151_AucVar_LiSuAdP	1097	1	911.58
151_GudLux_PlaRhy	742	1	1347.71
151_MaReFrD_EpMaEtC	22912	1	43.65
151_ValMed_ViSDe4	10387	2	192.55
151_ValMed_ViSHi11	7829	1	127.73
152_AucVar_TitFun	13566	1	73.71
152_BruCar_ExInPs2	420443	45	107.03
153_AlSAuCa_VitHug	67332	11	163.37
153_BePrCaP_Episto254	7735	2	258.56
153_BruCar_ExInEpP	288884	78	270
153_GuIPrCa_Consue	16646	9	540.67
153_GuIPrCa_Episto253	3585	1	278.94
153_GuIPrCa_Medita2	14496	3	206.95
153_GuIiPrC_DeQuExC	44032	5	113.55
153_JoCaPo_Episto255	15669	1	63.82
154_AuInEkU_ChrWir	13135	1	76.13
154_AucInc_ChSHuAn	45069	2	44.38
154_AucInc_ExHiMaT	3443	1	290.44
154_AucInc_GesTre	33048	2	60.52
154_EkkUra_ChrUni	230421	22	95.48
154_HugFla_Chroni30	173868	14	80.52
155_AucInc_LamLac	1279	1	781.86
155_FreArc_LiLoSaT	7382	1	135.46
155_GalCan_AntBel	21139	2	94.61
155_GilPar_HiGeViN	20745	2	96.41
155_GosCan_ViSSw	1237	1	808.41
155_JoaWir_DeTeSa2	16942	1	59.02
155_LanWin_HiTrEtM	7695	2	259.91
155_LuViFr_EpDeCaE	3259	1	306.84
155_PaSPeCa_VetAga	79051	4	50.6
155_PetTud_HiDeHiI	27500	2	72.73
155_RadArd_Homili15	167715	22	131.17
155_RadArd_Homili16	237558	60	252.57
155_RadCad_GeTaInE	46408	6	129.29
155_RiDeDu_FrCoInG	864	1	1157.41
155_RoSRe_HisHie	41841	14	334.6
156_AucInc_ViBSi	5383	2	371.54
156_AucInc_ViSGe5	3494	1	286.2
156_GuSMaDe_DeInCoJ	19088	4	209.56
156_GuSMaDe_DeLaSMa	19724	2	101.4
156_GuSMaDe_DePiSa	33531	6	178.94
156_GuSMaDe_DeViSu	58037	6	103.38
156_GuSMaDe_EpDeBuD	4173	1	239.64
156_GuSMaDe_GeDePeF	70853	11	155.25
156_GuSMaDe_MoInGe	157197	29	184.48
156_GuSMaDe_OpDeVi	13573	3	221.03
156_GuSMaDe_TrInPrO	69675	11	157.88
156_HerMon_DeMiSMa3	23592	1	42.39
157_GofVin_Episto258	57141	7	122.5
157_GofVin_Opuscu9	11612	1	86.12
157_GofVin_Sermon30	22064	9	407.9
157_GofVin_TrDeOrE	4229	1	236.46
157_MoAnMo_ViSRo4	9647	1	103.66
157_PetAlp_Dialog5	65070	10	153.68
157_PetAlp_DisCle	17583	5	284.37
157_ThiEft_FlEpSa	30711	1	32.56
157_WeSBl_LibDef	257053	66	256.76
158_AnsCan_AlCaDeC	1180	1	847.46
158_AnsCan_CuDeHo	28583	2	69.97
158_AnsCan_Episto263	49252	2	40.61
158_AnsCan_ExAdCoT	3928	2	509.16
158_AnsCan_HoEtEx	45010	6	133.3
158_AnsCan_HyEtPsD	4076	2	490.68
158_AnsCan_MeEtOr	51005	6	117.64
158_AnsCan_MeSuMi	17263	2	115.85
158_AnsCan_Oratio4	65566	5	76.26
158_AnsCan_QuDiUt	2741	1	364.83
158_AnsCan_TraAsc	6220	2	321.54
158_EadCan_ViSAn6	31201	17	544.85
159_AuInAnC_DiBMaEt	6097	1	164.02
159_AuInAnC_LiDeMeC	6018	1	166.17
159_AuInAnC_PaSsGuF	3641	4	1098.6
159_AucInc_Analec2	3627	1	275.71
159_EadCan_DeQuViB	2914	1	343.17
159_EadCan_DeSAnSi	39281	12	305.49
159_EadCan_HisNov	77331	1	12.93
159_EadCan_VitOsw	11154	2	179.31
159_EadCan_VitWil3	19653	1	50.88
159_GisCri_DiDeFiC2	14162	1	70.61
159_HilCen_Vita5	13021	2	153.6
159_HugClu_Imprec	1249	1	800.64
159_NicWig_EpAdEa	880	2	2272.73
159_RayLug_VitAli	5442	1	183.76
160_AucInc_ChrPol	31001	2	64.51
160_BerTre_DeLaEtI	20669	2	96.76
160_BerTre_DeMyLiD	14914	6	402.31
160_BerTre_Sermon31	12341	1	81.03
160_OdoCam_DiCoJu	4436	1	225.43
160_OdoCam_ExInCaM	7776	2	257.2
160_OdoCam_LiDeViI	11165	4	358.26
160_RadTor_MiBeAuR	24958	6	240.4
160_SigGem_Chroni32	189093	8	42.31
160_SigGem_GeAbGe	29077	5	171.96
160_SigGem_VitDeo	14003	1	71.41
160_SigGem_VitMac	7364	1	135.8
161_IvoCar_Decret13	395190	99	250.51
161_IvoCar_Panorm	111886	13	116.19
162_AnFoEb_VitAlt3	8569	1	116.7
162_AnsLau_EnInAp	46343	3	64.73
162_AnsLau_EnInCaC2	21217	6	282.79
162_AnsLau_EnInMa	139862	38	271.7
162_AnsLau_Episto271	2577	1	388.05
162_AucInc_ChSBeDi	42088	2	47.52
162_BalDol_Vita6	4987	4	802.09
162_IvoCar_Episto266	113919	16	140.45
162_IvoCar_Sermon32	51060	8	156.68
162_JoaBez_ChrBes	65848	7	106.31
162_RoDeAr_PrReVi	949	3	3161.22
163_AuInCaI_SeDeSJa	20861	5	239.68
163_AuInGuD_DiInChE	13126	4	304.74
163_GelIi_EpEtPr23	9606	1	104.1
163_HuDeSMa_DeRePo	16546	1	60.44
163_HuDeSMa_ExExHiE	12316	2	162.39
163_HuDeSMa_ViSSa2	10841	1	92.24
163_LauVer_DeBeBa	26202	3	114.5
163_PasIi_EpEtPr22	155201	1	6.44
163_PlaNon_LiDeHoE	33340	2	59.99
164_BruAst_ExInCaC4	22761	9	395.41
164_BruAst_ExInJo2	71449	23	321.91
164_BruAst_ExInPe	199123	77	386.7
164_BruAst_ExInPs3	248055	44	177.38
165_BruAst_CoInJo7	65590	26	396.4
165_BruAst_CoInLu	46835	19	405.68
165_BruAst_CoInMa6	100674	23	228.46
165_BruAst_ExInAp3	59309	11	185.47
165_BruAst_Homili17	56423	10	177.23
165_BruAst_Senten8	99921	35	350.28
165_BruAst_SerIne4	2360	1	423.73
165_BruAst_Tracta6	13049	4	306.54
165_OddAst_ExInPs4	79103	10	126.42
166_AlbAqu_HiExHi	140791	28	198.88
166_AucVar_ConCos3	31512	3	95.2
166_BalDol_HisHie3	43605	5	114.67
166_BalDol_ItSiEpA	4195	1	238.38
166_CosPra_ChrBoh	57737	9	155.88
166_DroCar_SeDeSaD	17410	6	344.63
166_FraAff_DeGrDe2	43044	12	278.78
166_GalBru_AlViCaB	44563	5	112.2
166_JoaMic_RegTem	6061	6	989.94
166_MonSav_ConCos2	9890	2	202.22
166_StIiCi_ExCoEtO	2894	1	345.54
166_StIiCi_UsAnOrC	50339	14	278.11
167_RupTui_DeTrEtO	791197	136	171.89
168_RupTui_CoInCaC5	65840	13	197.45
168_RupTui_CoInDuP	435213	47	107.99
168_RupTui_CoInJo8	115869	13	112.2
168_RupTui_CoInLiE	58405	13	222.58
168_RupTui_CoInMa8	170654	22	128.92
169_RupTui_CoInAp3	201568	8	39.69
169_RupTui_CoInJo9	327374	118	360.44
169_RupTui_DeGlTr	97895	8	81.72
169_RupTui_DeViVeD	134773	10	74.2
170_AucInc_ViSNo	34964	7	200.21
170_HeExJuC_DeSuCo	14543	1	68.76
170_MuMiHuP_HisCom	150284	9	59.89
170_RupTui_ChSLaLe	25872	4	154.61
170_RupTui_DeDiOf3	157351	17	108.04
170_RupTui_DeMeMo	17062	4	234.44
170_RupTui_DeViVeA	23957	7	292.19
170_RupTui_DiInChE2	25779	10	387.91
170_RupTui_InReSBe	30000	2	66.67
170_RupTui_ViSHe4	17496	3	171.47
170_UdAuSUl_DeCoInH	10973	2	182.27
170_UdAuSUl_VitCho	4161	1	240.33
171_HilCen_CaInLiR	10560	4	378.79
171_HilCen_CarMis	23400	6	256.41
171_HilCen_DeCoCaE	5651	1	176.96
171_HilCen_DeExMi2	9556	6	627.88
171_HilCen_DeMac	3963	1	252.33
171_HilCen_DeMyMi	6244	7	1121.08
171_HilCen_DeSVi	2676	2	747.38
171_HilCen_DeSaAl3	1719	2	1163.47
171_HilCen_DeSaEu	6559	14	2134.47
171_HilCen_Episto286	62855	4	63.64
171_HilCen_HiDeMa	8983	2	222.64
171_HilCen_LaPeAn	1931	2	1035.73
171_HilCen_MorPhi	18707	6	320.74
171_HilCen_Physio	2363	5	2115.95
171_HilCen_Sermon36	309243	113	365.41
171_HilCen_Supple	4154	1	240.73
171_HilCen_TraThe	40816	10	245
171_HilCen_ViBMaAe	7508	10	1331.91
171_HilCen_ViSRa3	8096	4	494.07
171_MarRed_CarVar2	16407	9	548.55
171_MarRed_CarVar3	7867	8	1016.91
171_MarRed_DeGem	5622	1	177.87
171_MarRed_DeOrVe	1384	1	722.54
171_MarRed_DecCap	10444	5	478.74
171_MarRed_Episto287	11270	2	177.46
171_MarRed_PaSMa	1860	1	537.63
171_MarRed_SeInViS	6397	4	625.29
171_MarRed_VeDeSLa	2779	1	359.84
171_MarRed_ViBMa	4924	1	203.09
171_MarRed_ViSGu3	5582	1	179.15
171_MarRed_ViSLi2	4395	3	682.59
171_MarRed_ViSMa17	6079	2	329
171_MarRed_ViSRo5	11693	3	256.56
171_PriCen_VitHil2	14560	1	68.68
172_AucInc_ExInCaC6	15632	3	191.91
172_GauGro_ViBBe	34089	10	293.35
172_HonAug_DePhMu	28438	20	703.28
172_HonAug_DeScEc3	12671	1	78.92
172_HonAug_Elucid3	31784	5	157.31
172_HonAug_ExInCaC5	75587	22	291.06
172_HonAug_ExInPs5	20454	3	146.67
172_HonAug_GemAni	86101	16	185.83
172_HonAug_QuInPrE	16960	3	176.89
172_HonAug_Sacram	31709	5	157.68
172_HonAug_SigMar	11583	2	172.67
172_HonAug_SpeEcc	136811	25	182.73
172_HonAug_SuToDeO	3520	1	284.09
172_StDeBa_TrDeSaA	16157	14	866.5
173_AucInc_Vita7	19864	1	50.34
173_GuaClu_DeMiBMa	2417	1	413.74
173_LanJun_HiMeUr	18993	5	263.25
173_MatAlb_EpEtDi17	2008	2	996.02
173_OttBam_EpEtDi18	16096	1	62.13
173_OttBam_Sermo5	1422	1	703.23
173_PetDia_DeLoSa2	8419	1	118.78
173_PetDia_DeOrEtO4	24083	4	166.09
173_PetDia_DeViIlC	11091	1	90.16
173_PetDia_DisCas	1216	2	1644.74
173_PetDia_Episto293	2678	3	1120.24
173_RodTru_GeAbTr	164697	2	12.14
173_StePar_Episto297	3746	1	266.95
174_AucInc_ChAlMa	24047	1	41.59
174_GodAdm_HoInDiL	36182	11	304.02
174_GodAdm_HomDom	300801	41	136.3
174_GodAdm_HomFes	205515	28	136.24
174_GodAdm_LiDeDeO	24516	7	285.53
174_HarAld_ChrCen	67858	7	103.16
174_HarAld_ViSAr2	31212	10	320.39
174_LisTur_HisHie4	20659	4	193.62
175_AuInHuD_PosExc	141272	40	283.14
175_HuDeSVi_AdInJo	25405	3	118.09
175_HuDeSVi_AdInLiR2	8476	2	235.96
175_HuDeSVi_AdInPe	28631	8	279.42
175_HuDeSVi_AdInTh	31879	6	188.21
175_HuDeSVi_DeVSe	4269	1	234.25
175_HuDeSVi_ExInAb	16645	2	120.16
175_HuDeSVi_ExInHiC	108341	8	73.84
175_HuDeSVi_HoInEc	73198	5	68.31
175_HuDeSVi_QuInEpP	101326	17	167.78
176_AuInHuD_DeMeAn	9083	14	1541.34
176_AucInc_DeNup	7968	2	251
176_HuDeFo_DeClAn	82191	61	742.17
176_HuDeSVi_DeArMe2	1872	1	534.19
176_HuDeSVi_DeArNoM	30472	9	295.35
176_HuDeSVi_DeFrCaE	3388	3	885.48
176_HuDeSVi_DeInNo	12698	16	1260.04
176_HuDeSVi_DeSaLeN	11866	1	84.27
176_HuDeSVi_DeSac3	209630	21	100.18
176_HuDeSVi_DeVaMu	17900	1	55.87
176_HuDeSVi_EruDid	46164	10	216.62
176_HuDeSVi_ExInReS	21006	18	856.9
176_HuDeSVi_SoDeArA	9698	4	412.46
176_HuDeSVi_SumSen	64924	14	215.64
177_AuInHuD_DeBeEtA	73923	71	960.46
177_AuInHuD_Miscel2	206782	87	420.73
177_AuInJoC_DeCaMyL	6680	1	149.7
177_AuInRoP_DeOfEc	33836	9	265.99
177_AucInc_DeAni3	12231	13	1062.87
177_AucInc_ExcAll	38045	6	157.71
177_AucInc_Sermon37	154172	54	350.26
177_AucInc_SpDeMyE	22426	10	445.91
178_DocPar_Censur4	1516	1	659.63
178_HePrPeA_ProHel	25388	11	433.28
178_PetAba_DiInPhJ	35553	6	168.76
178_PetAba_Episto301	107632	82	761.86
178_PetAba_Ethica	41424	22	531.09
178_PetAba_ExInEpP2	96951	32	330.06
178_PetAba_ExInHe	24538	5	203.77
178_PetAba_ExOrDo	3364	1	297.27
178_PetAba_HyEtSe	15799	2	126.59
178_PetAba_InAdTh	65861	3	45.55
178_PetAba_LiAdHa	15541	16	1029.53
178_PetAba_Sermon38	112511	25	222.2
178_PetAba_SiEtNo	133317	32	240.03
178_PetAba_TheChr	102306	4	39.1
179_AnaAnt_EpEtPr27	15881	1	62.97
179_InnIi_EpEtPr26	231539	2	8.64
179_LucIi_EpEtPr29	45200	1	22.12
179_WilMal_DeGePoA	106475	23	216.01
179_WilMal_DeViSWu	14735	6	407.19
179_WilMal_GeReAn	140110	24	171.29
180_AlgLeo_DeMiEtJ	48531	5	103.03
180_AlgLeo_DeSac4	55002	65	1181.78
180_GuiAbb_CoInCaC7	14626	2	136.74
180_GuiAbb_DeNaCoE	15040	28	1861.7
180_GuiAbb_DeSaAl4	11642	32	2748.67
180_GuiAbb_DiAlAdA	24104	1	41.49
180_GuiAbb_ExAlSuC	37604	7	186.15
180_GuiAbb_ExInEpA2	75223	18	239.29
180_GuiAbb_OraMed	23159	6	259.08
