,rank,lemma,freq,exp,obs,no_texts,dice,pos
1,1,potus2,4493,5.094,1099,573,0.091,SUB
2,2,potus3,1427,1.618,769,432,0.074,SUB
3,3,sumo,20939,23.74,1065,521,0.053,VBE
4,4,solidus1,1943,2.203,280,173,0.026,QLF
5,5,abstineo,6458,7.322,339,206,0.026,VBE
6,6,reficio,6506,7.376,311,221,0.024,VBE
7,7,solidum2,2557,2.899,199,133,0.018,SUB
8,8,abstinentia,3835,4.348,197,128,0.017,SUB
9,9,capio1,25196,28.567,341,221,0.015,VBE
10,10,spiritalis,37791,42.846,435,250,0.015,QLF
11,11,comedo1,16281,18.459,259,151,0.015,VBE
12,12,uesco,2712,3.075,146,109,0.013,VBE
13,13,dulcis,11566,13.113,195,136,0.013,QLF
14,14,panis,29670,33.639,300,202,0.012,SUB
15,15,pasco,11539,13.083,190,139,0.012,VBE
16,16,lautus,380,0.431,111,85,0.011,QLF
17,17,esurio1,5315,6.026,139,109,0.011,VBE
18,18,uenter,8772,9.945,155,116,0.011,SUB
19,19,corporalis,9285,10.527,154,111,0.011,QLF
20,20,uilis,5616,6.367,133,87,0.011,QLF
21,21,cibus,19443,22.044,204,85,0.011,SUB
22,22,utor,15865,17.987,182,129,0.01,VBE
23,23,manduco1,14363,16.284,172,113,0.01,VBE
24,24,refectio,3521,3.992,115,76,0.01,SUB
25,25,alo,2631,2.983,104,82,0.009,VBE
26,26,delicatus1,987,1.119,95,81,0.009,QLF
27,27,communis,22690,25.725,176,124,0.008,QLF
28,28,pauper,27406,31.072,194,138,0.008,QLF
29,29,paro1,20469,23.207,166,113,0.008,VBE
30,30,lac,5515,6.253,102,80,0.008,SUB
31,31,preparo,14420,16.349,133,104,0.008,VBE
32,32,uestis,12613,14.3,126,97,0.008,SUB
33,33,facultas,8648,9.805,109,88,0.008,SUB
34,34,indigeo,7378,8.365,103,72,0.008,VBE
35,35,distribuo,4243,4.811,86,75,0.007,VBE
36,36,manna,2628,2.98,79,71,0.007,SUB
37,37,ministro,11944,13.542,108,95,0.007,VBE
38,38,mensa,6674,7.567,91,82,0.007,SUB
39,39,uetitum,768,0.871,70,50,0.007,SUB
40,40,gusto,4131,4.684,81,69,0.007,VBE
41,41,somnus,6827,7.74,88,78,0.007,SUB
42,42,nutrio,6819,7.731,88,78,0.007,VBE
43,43,sanguis,45862,51.997,216,141,0.007,SUB
44,44,stomachus,1113,1.262,68,52,0.007,SUB
45,45,pereo,23479,26.62,137,81,0.006,VBE
46,46,ieiuno,5984,6.785,83,58,0.006,VBE
47,47,huiusmodi,23614,26.773,135,100,0.006,ADV
48,48,coquo,2088,2.367,68,48,0.006,VBE
49,49,operarius1,998,1.132,64,39,0.006,QLF
50,50,caro2,101490,115.066,363,234,0.006,SUB
51,51,appono,6182,7.009,77,71,0.006,VBE
52,52,discerno,8580,9.728,84,50,0.006,VBE
53,53,uerus,71537,81.107,272,166,0.006,QLF
54,54,solidus2,2577,2.922,63,46,0.006,SUB
55,55,sustento,3408,3.864,65,59,0.006,VBE
56,56,prebeo,14414,16.342,95,72,0.006,VBE
57,57,suauis,6568,7.447,73,56,0.006,QLF
58,58,appeto,8929,10.123,77,64,0.005,VBE
59,59,accipio,98697,111.9,318,223,0.005,VBE
60,60,immundus1,7659,8.684,73,51,0.005,QLF
61,61,celestis,42191,47.835,167,135,0.005,QLF
62,62,nec,293863,333.173,830,446,0.005,CON
63,63,appetitus,2559,2.901,58,53,0.005,SUB
64,64,saturo,2797,3.171,58,46,0.005,VBE
65,65,poculum,2380,2.698,58,50,0.005,SUB
66,66,esuriens,1023,1.16,53,47,0.005,QLF
67,67,ieiunium,12078,13.694,81,72,0.005,SUB
68,68,usus,21101,23.924,103,88,0.005,SUB
69,69,perceptio,1312,1.488,52,40,0.005,SUB
70,70,ueto,2487,2.82,55,45,0.005,VBE
71,71,reliquie,7150,8.107,67,52,0.005,SUB
72,72,corpus,132600,150.338,374,255,0.005,SUB
73,73,carnalis,18612,21.102,94,76,0.005,QLF
74,74,delicia,5819,6.597,60,55,0.005,SUB
75,75,opero,29460,33.401,118,77,0.005,VBE
76,76,eiusmodi,3536,4.009,54,39,0.005,ADV
77,77,sitio,6675,7.568,62,51,0.005,VBE
78,78,uinum,18420,20.884,89,74,0.005,SUB
79,79,do,144347,163.657,381,259,0.005,VBE
80,80,anima,116733,132.349,315,217,0.005,SUB
81,81,meus,230405,261.227,564,306,0.005,QLF
82,82,post2,104923,118.959,283,182,0.005,PRE
83,83,pretiosus,10798,12.243,68,48,0.005,QLF
84,84,satio1,2441,2.768,49,46,0.005,VBE
85,85,saisio1,1855,2.103,47,42,0.004,VBE
86,86,condio,4851,5.5,53,40,0.004,VBE
87,87,uestimentum,10047,11.391,65,52,0.004,SUB
88,88,percipio,16328,18.512,79,66,0.004,VBE
89,89,aut,162695,184.459,405,231,0.004,CON
90,90,egeo,4709,5.339,53,39,0.004,VBE
91,91,fortitudo,14975,16.978,72,57,0.004,SUB
92,92,holus,1270,1.44,43,36,0.004,SUB
93,93,alimentum,2548,2.889,46,43,0.004,SUB
94,94,fastidio,1155,1.31,42,35,0.004,VBE
95,95,digero,1340,1.519,43,22,0.004,VBE
96,96,parcus,696,0.789,42,40,0.004,QLF
97,97,emereo,1231,1.396,41,32,0.004,VBE
98,98,capero,1323,1.5,42,38,0.004,VBE
99,99,prohibeo,17516,19.859,73,54,0.004,VBE
100,100,perfector,1095,1.242,41,35,0.004,SUB
101,101,alimonia,978,1.109,41,32,0.004,SUB
102,102,sumptum,958,1.086,40,30,0.004,SUB
103,103,dens,5921,6.713,50,43,0.004,SUB
104,104,porrigo1,4154,4.71,46,44,0.004,VBE
105,105,fortis,21453,24.323,80,55,0.004,QLF
106,106,uel,295606,335.15,614,364,0.004,CON
107,107,affero,11415,12.942,58,41,0.004,VBE
108,108,delectabilis,1268,1.438,39,30,0.004,QLF
109,109,doctrina,27151,30.783,88,66,0.004,SUB
110,110,discretio,8164,9.256,53,39,0.004,SUB
111,111,sine,93975,106.546,218,160,0.004,PRE
112,112,tempero,5360,6.077,47,38,0.004,VBE
113,113,fames,3873,4.391,43,41,0.004,SUB
114,114,fastidium,1855,2.103,39,33,0.004,SUB
115,115,qualitas,7872,8.925,49,38,0.004,SUB
116,116,simplex,12113,13.733,57,51,0.004,QLF
117,117,differentia,6339,7.187,46,25,0.004,SUB
118,118,quotidie,12698,14.397,58,55,0.004,ADV
119,119,talis,68550,77.72,157,119,0.004,QLF
120,120,nullus,117960,133.74,247,188,0.004,QLF
121,121,angelus,45679,51.79,116,81,0.004,SUB
122,122,consumo,8635,9.79,50,47,0.004,VBE
123,123,tantum,49370,55.974,124,99,0.004,ADV
124,124,hora,53825,61.025,131,101,0.004,SUB
125,125,necessarius1,20431,23.164,70,65,0.004,QLF
126,126,abundantia,4338,4.918,42,32,0.004,SUB
127,127,genus,16127,18.284,63,48,0.004,SUB
128,128,quotidianus,4276,4.848,41,39,0.004,QLF
129,129,combustio,505,0.573,35,27,0.004,SUB
130,130,iste2,118621,134.489,244,169,0.004,PRO
131,131,deficio,17363,19.686,63,53,0.003,VBE
132,132,desidero,17785,20.164,63,58,0.003,VBE
133,133,illicitus,6169,6.994,43,32,0.003,QLF
134,134,refectus1,451,0.511,34,33,0.003,QLF
135,135,absque,18571,21.055,64,55,0.003,PRE
136,136,delecto,10083,11.432,49,42,0.003,VBE
137,137,condimentum,404,0.458,33,27,0.003,SUB
138,138,interdico,3971,4.502,39,33,0.003,VBE
139,139,uitalis,2729,3.094,37,33,0.003,QLF
140,140,creo,18982,21.521,62,46,0.003,VBE
141,141,solummodo,4621,5.239,38,29,0.003,ADV
142,142,pre1,12691,14.389,51,37,0.003,PRE
143,143,gula,1924,2.181,34,28,0.003,SUB
144,144,pastus,852,0.966,32,31,0.003,SUB
145,145,uelut2,26523,30.071,74,56,0.003,CON
146,146,quadragesimalis,499,0.566,32,29,0.003,QLF
147,147,atque,262885,298.051,433,288,0.003,CON
148,148,indumentum,2616,2.966,34,32,0.003,SUB
149,149,alius,245108,277.896,417,256,0.003,QLF
150,150,quero,43924,49.8,99,75,0.003,VBE
151,151,offero,31610,35.839,80,64,0.003,VBE
152,152,sicut,195324,221.453,322,229,0.003,CON
153,153,fel,2174,2.465,32,30,0.003,SUB
154,154,subtraho,7393,8.382,40,34,0.003,VBE
155,155,copia,6648,7.537,39,36,0.003,SUB
156,156,faux,2348,2.662,33,28,0.003,SUB
157,157,sapor,2133,2.418,33,26,0.003,SUB
158,158,mens,69929,79.284,136,101,0.003,SUB
159,159,ut,805180,912.89,1242,595,0.003,CON
160,160,conforto,4967,5.631,37,32,0.003,VBE
161,161,tenuis,2486,2.819,33,29,0.003,QLF
162,162,animal,15681,17.779,52,46,0.003,SUB
163,163,apparatio,1415,1.604,31,22,0.003,SUB
164,164,concupiscentia,11451,12.983,47,41,0.003,SUB
165,165,quasi,103417,117.251,184,136,0.003,CON
166,166,indifferenter,991,1.124,31,23,0.003,ADV
167,167,et,3528590,4000.613,5301,1280,0.003,CON
168,168,enim,362284,410.747,558,326,0.003,CON
169,169,ille2,591707,670.86,891,449,0.003,PRO
170,170,sed,527123,597.637,802,417,0.003,CON
171,171,contentus1,2992,3.392,33,32,0.003,QLF
172,172,uita,140717,159.541,229,155,0.003,SUB
173,173,salutaris1,7192,8.154,39,35,0.003,QLF
174,174,muto2,16202,18.369,52,38,0.003,VBE
175,175,recreo,1668,1.891,31,25,0.003,VBE
176,176,corporeus,5015,5.686,35,28,0.003,QLF
177,177,ambulo,17338,19.657,54,46,0.003,VBE
178,178,ignis,40816,46.276,84,64,0.003,SUB
179,179,edo1,31632,35.863,71,62,0.003,VBE
180,180,esus,1053,1.194,29,23,0.003,SUB
181,181,non,1147160,1300.617,1636,660,0.003,ADV
182,182,arbor,11038,12.515,42,33,0.003,SUB
183,183,parcimonia,461,0.523,28,23,0.003,SUB
184,184,quadraginta,7166,8.125,37,31,0.003,NUM
185,185,a,664089,752.925,950,429,0.003,PRE
186,186,uisibilis,7345,8.328,38,26,0.003,QLF
187,187,diuersus,27297,30.949,66,57,0.003,QLF
188,188,auiditas,920,1.043,29,27,0.003,SUB
189,189,modicus,10176,11.537,41,30,0.003,QLF
190,190,sal,4167,4.724,34,30,0.003,SUB
191,191,cum1,349681,396.458,524,343,0.003,PRE
192,192,repleo,11236,12.739,42,37,0.003,VBE
193,193,qui2,2808818,3184.557,3815,1130,0.003,PRO
194,194,aliquis,128304,145.467,197,152,0.003,PRO
195,195,epule,2079,2.357,29,27,0.003,SUB
196,196,soleo,23970,27.177,59,54,0.003,VBE
197,197,esca,5691,6.452,34,32,0.003,SUB
198,198,immoderatus,1639,1.858,28,26,0.003,QLF
199,199,saluber,4474,5.073,32,30,0.003,QLF
200,200,cum2,281771,319.464,400,276,0.003,CON
201,201,ante2,60876,69.02,110,90,0.003,PRE
202,202,os1,14207,16.108,46,42,0.003,SUB
203,203,ullus,20121,22.813,52,46,0.003,QLF
204,204,querio,21994,24.936,53,49,0.003,VBE
205,205,abstinens,340,0.386,26,22,0.003,QLF
206,206,uermis,3159,3.582,31,23,0.003,SUB
207,207,tribuo,16445,18.645,46,40,0.003,VBE
208,208,;,739006,837.864,980,517,0.003,PON
209,209,ferculum,1244,1.41,27,24,0.003,SUB
210,210,nimius,7944,9.007,36,33,0.003,QLF
211,211,0,11231227,12733.641,14601,1881,0.003,PON
212,212,ceterus,60436,68.521,103,82,0.003,QLF
213,213,penuria,1445,1.638,27,22,0.003,SUB
214,214,sacer,37335,42.329,75,49,0.003,QLF
215,215,domus,66731,75.658,112,93,0.003,SUB
216,216,angustia,6166,6.991,33,24,0.003,SUB
217,217,reliquus,17176,19.474,48,26,0.003,QLF
218,218,terrenus,18094,20.515,46,39,0.003,QLF
219,219,grandis,4771,5.409,31,20,0.003,QLF
220,220,solum1,51239,58.093,89,79,0.003,ADV
221,221,plerus,6343,7.192,33,31,0.003,QLF
222,222,in,2232230,2530.838,2812,879,0.003,PRE
223,223,necessitas,24265,27.511,55,47,0.003,SUB
224,224,mensura,9724,11.025,37,23,0.003,SUB
225,225,uestitus2,1545,1.752,26,25,0.003,SUB
226,226,sum,2675321,3033.202,3320,933,0.003,VBE
227,227,dies,162845,184.629,229,157,0.003,SUB
228,228,aliquando,22058,25.009,59,35,0.003,ADV
229,229,parcitas,313,0.355,25,24,0.003,SUB
230,230,indulgeo,5949,6.745,32,30,0.003,VBE
231,231,noxius,3035,3.441,28,25,0.003,QLF
232,232,inedia,865,0.981,24,20,0.002,SUB
233,233,quam,243023,275.533,309,223,0.002,CON
234,234,scriptura,42418,48.092,75,57,0.002,SUB
235,235,potio2,846,0.959,24,18,0.002,SUB
236,236,fama,12017,13.625,37,36,0.002,SUB
237,237,de,670354,760.028,842,424,0.002,PRE
238,238,omnino,26860,30.453,55,51,0.002,ADV
239,239,uoluptas,11193,12.69,36,29,0.002,SUB
240,240,etiam,208628,236.536,278,205,0.002,ADV
241,241,ualidus,3965,4.495,28,21,0.002,QLF
242,242,desiderium,25335,28.724,54,48,0.002,SUB
243,243,propter,84438,95.733,123,86,0.002,PRE
244,244,quidem,81625,92.544,123,96,0.002,ADV
245,245,iumentum,4502,5.104,29,27,0.002,SUB
246,246,refocilo,401,0.455,24,17,0.002,VBE
247,247,utilis,9354,10.605,34,29,0.002,QLF
248,248,desiderabilis,1856,2.104,26,19,0.002,QLF
249,249,perdo,20743,23.518,49,39,0.002,VBE
250,250,dominicus1,26625,30.187,54,39,0.002,QLF
251,251,simul,31749,35.996,60,45,0.002,ADV
252,252,ita,137694,156.114,184,133,0.002,ADV
253,253,mortiferus,1645,1.865,24,21,0.002,QLF
254,254,dum,89104,101.024,124,101,0.002,CON
255,255,autem,330357,374.549,403,252,0.002,CON
256,256,nisi,122305,138.666,166,141,0.002,CON
257,257,omnis,516119,585.161,628,378,0.002,QLF
258,258,deliciosus,376,0.426,23,20,0.002,QLF
259,259,frango,9131,10.353,32,31,0.002,VBE
260,260,quidam,125595,142.396,159,114,0.002,QLF
261,261,quoque,82940,94.035,114,92,0.002,ADV
262,262,regius,10174,11.535,32,29,0.002,QLF
263,263,desideo,1507,1.709,23,19,0.002,VBE
264,264,conficio,7037,7.978,29,26,0.002,VBE
265,265,suauitas,5439,6.167,27,27,0.002,SUB
266,266,?,292895,332.076,340,227,0.002,SENT
267,267,grossus1,482,0.547,22,18,0.002,QLF
268,268,mensis,22769,25.815,46,40,0.002,SUB
269,269,iudico,41457,47.003,67,49,0.002,VBE
270,270,spiritaliter,6609,7.493,34,20,0.002,ADV
271,271,uarius1,11584,13.134,34,28,0.002,QLF
272,272,epulo,1588,1.8,23,20,0.002,VBE
273,273,porcus,1882,2.134,23,19,0.002,SUB
274,274,pariter,15528,17.605,37,32,0.002,ADV
275,275,habeo,300642,340.859,343,242,0.002,VBE
276,276,conuiuium,4976,5.642,27,24,0.002,SUB
277,277,satietas,1430,1.621,22,22,0.002,SUB
278,278,mel,5131,5.817,26,24,0.002,SUB
279,279,luxuria,5360,6.077,27,24,0.002,SUB
280,280,nam,125410,142.186,151,122,0.002,CON
281,281,labor2,29034,32.918,51,37,0.002,SUB
282,282,transeo,30676,34.78,52,49,0.002,VBE
283,283,dedo,28766,32.614,51,45,0.002,VBE
284,284,herba,4473,5.071,25,25,0.002,SUB
285,285,benedico,22826,25.88,42,24,0.002,VBE
286,286,humanus1,52825,59.892,71,64,0.002,QLF
287,287,tam,67456,76.48,88,75,0.002,ADV
288,288,sagino,769,0.872,20,19,0.002,VBE
289,289,se,402862,456.753,432,308,0.002,PRO
290,290,tamquam,41093,46.59,60,51,0.002,CON
291,291,fructus,29120,33.015,48,37,0.002,SUB
292,292,infero,15824,17.941,35,31,0.002,VBE
293,293,possum,320535,363.413,339,230,0.002,VBE
294,294,continentia,5092,5.773,24,22,0.002,SUB
295,295,quilibet2,26582,30.138,45,42,0.002,PRO
296,296,misceo,6131,6.951,25,20,0.002,VBE
297,297,ne2,136259,154.487,155,122,0.002,CON
298,298,requiro,15427,17.491,35,32,0.002,VBE
299,299,pro,198734,225.319,222,165,0.002,PRE
300,300,hic1,73597,83.442,94,78,0.002,ADV
301,301,contristo,4774,5.413,24,19,0.002,VBE
302,302,qualis,22170,25.136,43,37,0.002,QLF
303,303,uix,11761,13.334,31,26,0.002,ADV
304,304,unde,119900,135.939,139,99,0.002,CON
305,305,asper,3766,4.27,23,21,0.002,QLF
306,306,ruminor,1000,1.134,20,20,0.002,VBE
307,307,inopia,3170,3.594,23,21,0.002,SUB
308,308,quia,442718,501.941,472,266,0.002,CON
309,309,ad,828160,938.944,869,462,0.002,PRE
310,310,homo,277540,314.667,300,197,0.002,SUB
311,311,uerbum,139243,157.87,161,123,0.002,SUB
312,312,numquam,26674,30.242,47,44,0.002,ADV
313,313,peto,31265,35.447,51,46,0.002,VBE
314,314,scilicet,62392,70.738,82,66,0.002,ADV
315,315,.,4457983,5054.332,4395,1163,0.002,SENT
316,316,inter,88091,99.875,104,82,0.002,PRE
317,317,tempus,135642,153.787,147,115,0.002,SUB
318,318,ero,139198,157.819,154,118,0.002,VBE
319,319,auidus,1397,1.584,20,18,0.002,QLF
320,320,uerto,9199,10.43,27,25,0.002,VBE
321,321,ualeo,39921,45.261,55,50,0.002,VBE
322,322,digestio,198,0.225,19,16,0.002,SUB
323,323,uilitas,914,1.036,19,15,0.002,SUB
324,324,asperitas,1706,1.934,20,19,0.002,SUB
325,325,is2,1392674,1578.974,1325,555,0.002,PRO
326,326,si,412256,467.404,405,269,0.002,CON
327,327,degusto,709,0.804,19,18,0.002,VBE
328,328,:,1142524,1295.361,1099,508,0.002,PON
329,329,potius,28313,32.101,45,44,0.002,ADV
330,330,defero,12583,14.266,30,29,0.002,VBE
331,331,manus2,88480,100.316,102,80,0.002,SUB
332,332,superfluus,3347,3.795,22,20,0.002,QLF
333,333,deuoro,5199,5.895,23,23,0.002,VBE
334,334,inuenio,77817,88.227,95,73,0.002,VBE
335,335,sic,138107,156.582,149,113,0.002,ADV
336,336,recipio,35233,39.946,52,45,0.002,VBE
337,337,nolo,50410,57.153,64,54,0.002,VBE
338,338,cena,4029,4.568,21,19,0.002,SUB
339,339,penite,12437,14.101,28,25,0.002,ADV
340,340,subministro,1269,1.439,19,19,0.002,VBE
341,341,salus,46730,52.981,60,52,0.002,SUB
342,342,sanus,7665,8.69,26,17,0.002,QLF
343,343,uiuo,64920,73.604,77,67,0.002,VBE
344,344,perfectus1,22768,25.814,38,35,0.002,QLF
345,345,ieiunus,1834,2.079,19,18,0.002,QLF
346,346,soccus2,924,1.048,18,17,0.002,SUB
347,347,fruor,5642,6.397,22,19,0.002,VBE
348,348,gentilis,10243,11.613,26,18,0.002,QLF
349,349,gustus,1466,1.662,19,18,0.002,SUB
350,350,superfluitas,709,0.804,18,14,0.002,SUB
351,351,solus1,52836,59.904,65,52,0.002,QLF
352,352,ex,310057,351.534,296,198,0.002,PRE
353,353,pertineo,29921,33.924,45,38,0.002,VBE
354,354,donec,19050,21.598,34,33,0.002,CON
355,355,christianus1,28446,32.251,44,31,0.002,QLF
356,356,distendo,722,0.819,18,18,0.002,VBE
357,357,presto2,16807,19.055,32,31,0.002,VBE
358,358,nimietas,578,0.655,18,16,0.002,SUB
359,359,alienus,25380,28.775,41,28,0.002,QLF
360,360,impleo,28488,32.299,44,42,0.002,VBE
361,361,liceo,23676,26.843,39,29,0.002,VBE
362,362,uitium,12525,14.201,28,24,0.002,SUB
363,363,denique,20309,23.026,36,35,0.002,ADV
364,364,necdum,5026,5.698,22,19,0.002,CON
365,365,licitus1,2601,2.949,20,19,0.002,QLF
366,366,uero1,174906,198.303,177,143,0.002,ADV
367,367,sanctifico,9873,11.194,27,19,0.002,VBE
368,368,ars,11044,12.521,27,26,0.002,SUB
369,369,suus,581957,659.806,551,325,0.002,QLF
370,370,fidelis,49024,55.582,60,53,0.002,QLF
371,371,quisque,30684,34.789,45,34,0.002,QLF
372,372,ergo1,175499,198.976,171,137,0.002,CON
373,373,aptus,5728,6.494,22,20,0.002,QLF
374,374,mortificatio,1223,1.387,18,17,0.002,SUB
375,375,uos,193048,218.872,177,119,0.002,PRO
376,376,prius,35816,40.607,48,45,0.002,ADV
377,377,ubi,94102,106.69,99,80,0.002,CON
378,378,idoneus,6703,7.6,22,19,0.002,QLF
379,379,suggero,4940,5.601,21,17,0.002,VBE
380,380,inde,36394,41.263,47,41,0.002,ADV
381,381,accedo,23469,26.609,37,29,0.002,VBE
382,382,stercus,2058,2.333,19,17,0.002,SUB
383,383,uito,5796,6.571,21,19,0.002,VBE
384,384,aqua,52979,60.066,61,47,0.002,SUB
385,385,delectatio,6837,7.752,23,21,0.002,SUB
386,386,lignum,17985,20.391,33,26,0.002,SUB
387,387,sepe,26093,29.584,39,37,0.002,ADV
388,388,crapula,650,0.737,17,17,0.002,SUB
389,389,ingero,4445,5.04,20,19,0.002,VBE
390,390,adhuc,43397,49.202,54,48,0.002,ADV
391,391,peruenio,29327,33.25,42,34,0.002,VBE
392,392,nihil,77735,88.134,83,70,0.002,SUB
393,393,magis,50666,57.444,58,48,0.002,ADV
394,394,postea,24716,28.022,35,30,0.002,ADV
395,395,iubeo,33585,38.078,43,38,0.002,VBE
396,396,proprius1,61683,69.934,65,53,0.002,QLF
397,397,cresco,10327,11.709,24,22,0.002,VBE
398,398,debeo,117250,132.935,110,93,0.002,VBE
399,399,letitia,10639,12.062,24,22,0.002,SUB
400,400,iste1,15288,17.333,28,27,0.002,QLF
401,401,cupio,14824,16.807,27,27,0.002,VBE
402,402,palatum,566,0.642,16,16,0.002,SUB
403,403,mortalis,13380,15.17,27,24,0.002,QLF
404,404,leuis,10082,11.431,24,21,0.002,QLF
405,405,quisquam,19723,22.361,32,27,0.002,PRO
406,406,deinde,26627,30.189,38,37,0.002,ADV
407,407,serpens,9744,11.048,23,17,0.002,SUB
408,408,uidelicet,45878,52.015,51,42,0.002,ADV
409,409,polluo,5773,6.545,20,20,0.002,VBE
410,410,per,455848,516.827,386,251,0.002,PRE
411,411,ultra2,5938,6.732,20,17,0.002,PRE
412,412,iam,119877,135.913,110,98,0.002,ADV
413,413,rapio,11306,12.818,24,21,0.002,VBE
414,414,neco,24910,28.242,36,29,0.002,VBE
415,415,interior,16106,18.261,28,26,0.002,QLF
416,416,plebs,14101,15.987,27,27,0.002,SUB
417,417,appositum,597,0.677,16,16,0.002,SUB
418,418,ipse2,430181,487.727,358,246,0.002,PRO
419,419,participo,2596,2.943,18,16,0.002,VBE
420,420,siue,95295,108.043,96,65,0.002,CON
421,421,esculentus,63,0.071,16,14,0.002,QLF
422,422,bonus,141665,160.616,128,89,0.002,QLF
423,423,prosum,16493,18.699,28,26,0.002,VBE
424,424,permaneo,21034,23.848,33,26,0.002,VBE
425,425,exquisitus,746,0.846,16,15,0.002,QLF
426,426,moderatus,916,1.039,16,15,0.002,QLF
427,427,decoquo,505,0.573,16,15,0.002,VBE
428,428,nauseo,131,0.149,16,16,0.002,VBE
429,429,fors,27137,30.767,38,31,0.002,SUB
430,430,respuo,3604,4.086,19,18,0.002,VBE
431,431,paruus,34453,39.062,43,38,0.002,QLF
432,432,salum,6744,7.646,21,18,0.002,SUB
433,433,semper,68051,77.154,69,63,0.002,ADV
434,434,uas2,8718,9.884,23,19,0.002,SUB
435,435,idem2,204398,231.741,181,130,0.002,PRO
436,436,consueo,7019,7.958,21,17,0.002,VBE
437,437,nos,304182,344.873,257,189,0.002,PRO
438,438,iucundus,4165,4.722,18,17,0.002,QLF
439,439,accepto,7685,8.713,20,18,0.002,VBE
440,440,sufficio,17441,19.774,28,26,0.002,VBE
441,441,lectio,13597,15.416,24,19,0.002,SUB
442,442,uestio,5868,6.653,19,16,0.002,VBE
443,443,immortalis,4515,5.119,18,16,0.002,QLF
444,444,distentus1,241,0.273,15,14,0.002,QLF
445,445,aridus,2232,2.531,16,13,0.002,QLF
446,446,eternus,70466,79.892,69,62,0.002,QLF
447,447,mora1,18530,21.009,28,25,0.002,SUB
448,448,radix,8429,9.557,21,18,0.002,SUB
449,449,porto,17392,19.719,27,25,0.002,VBE
450,450,deliquo,305,0.346,15,14,0.002,VBE
451,451,necessario,3031,3.437,17,17,0.002,ADV
452,452,iudeus,58460,66.28,58,44,0.002,QLF
453,453,assumo,22664,25.696,31,27,0.002,VBE
454,454,spiritalia,2517,2.854,17,14,0.002,SUB
455,455,amarus,4282,4.855,19,17,0.002,QLF
456,456,quando,67690,76.745,66,55,0.002,CON
457,457,corruptibilis,2375,2.693,16,15,0.002,QLF
458,458,suspendo,5997,6.799,19,18,0.002,VBE
459,459,eucharistia1,1458,1.653,16,16,0.002,SUB
460,460,libido,6698,7.594,20,18,0.002,SUB
461,461,piscis,5037,5.711,18,17,0.002,SUB
462,462,crudus,764,0.866,16,15,0.002,QLF
463,463,tango,13320,15.102,25,22,0.002,VBE
464,464,lenticula,216,0.245,15,14,0.002,SUB
465,465,affluitas,348,0.395,15,9,0.002,SUB
466,466,obseruatio,3423,3.881,18,15,0.002,SUB
467,467,1,75496,85.595,71,63,0.002,NUM
468,468,sobrius,2319,2.629,17,14,0.002,QLF
469,469,sapio,9927,11.255,22,22,0.002,VBE
470,470,pomum,2654,3.009,17,15,0.002,SUB
471,471,emo,4598,5.213,18,17,0.002,VBE
472,472,tero,1580,1.791,16,16,0.002,VBE
473,473,frater,114228,129.508,102,72,0.002,SUB
474,474,incorporo,732,0.83,15,12,0.002,VBE
475,475,locusta,1565,1.774,16,15,0.002,SUB
476,476,angelicus,5902,6.692,19,18,0.002,QLF
477,477,congruus,8375,9.495,22,21,0.002,QLF
478,478,altar,25562,28.982,33,27,0.002,SUB
479,479,hic3,824808,935.144,624,350,0.002,PRO
480,480,mundus1,20047,22.729,30,22,0.002,QLF
481,481,transigo,2554,2.896,16,15,0.002,VBE
482,482,iuniperus1,133,0.151,15,13,0.002,QLF
483,483,tuus,272397,308.836,224,127,0.002,QLF
484,484,uespera,3338,3.785,17,10,0.002,SUB
485,485,miser,13748,15.587,24,24,0.001,QLF
486,486,colligo2,15607,17.695,25,24,0.001,VBE
487,487,communico,8288,9.397,20,20,0.001,VBE
488,488,licet,26151,29.649,31,28,0.001,CON
489,489,consolatio,8132,9.22,19,19,0.001,SUB
490,490,quod,275741,312.627,206,162,0.001,CON
491,491,polluti,426,0.483,14,13,0.001,SUB
492,492,interdictum,2765,3.135,15,14,0.001,SUB
493,493,eligo,35924,40.73,39,30,0.001,VBE
494,494,paruulus2,6398,7.254,18,18,0.001,SUB
495,495,sacerdotalis,5125,5.811,17,13,0.001,QLF
496,496,sobrietas,1413,1.602,15,12,0.001,SUB
497,497,lex,99633,112.961,81,64,0.001,SUB
498,498,sacrificium,18332,20.784,26,24,0.001,SUB
499,499,nunc,76929,87.22,70,57,0.001,ADV
500,500,duplico,1232,1.397,14,11,0.001,VBE
501,501,tempto,15179,17.21,24,19,0.001,VBE
502,502,equaliter,2279,2.584,15,13,0.001,ADV
503,503,conuerto,21948,24.884,28,27,0.001,VBE
504,504,puto,38766,43.952,40,35,0.001,VBE
505,505,quis,238193,270.056,181,148,0.001,PRO
506,506,fio,110043,124.764,88,69,0.001,VBE
507,507,inquio,91323,103.539,78,59,0.001,VBE
508,508,mater,37910,42.981,39,31,0.001,SUB
509,509,largus,2765,3.135,15,15,0.001,QLF
510,510,numquid,17644,20.004,26,21,0.001,CON
511,511,ieiunum,376,0.426,14,14,0.001,SUB
512,512,siccus,2007,2.276,15,11,0.001,QLF
513,513,concedo,27516,31.197,34,31,0.001,VBE
514,514,naturalis,9974,11.308,21,20,0.001,QLF
515,515,dignus,38990,44.206,42,34,0.001,QLF
516,516,uiscus,6351,7.201,18,14,0.001,SUB
